id_tiempo,dia,mes,anio,estacion
6032030,6,3,2030,Otoño
7032030,7,3,2030,Otoño
8032030,8,3,2030,Otoño
9032030,9,3,2030,Otoño
10032030,10,3,2030,Otoño
11032030,11,3,2030,Otoño
12032030,12,3,2030,Otoño
13032030,13,3,2030,Otoño
14032030,14,3,2030,Otoño
15032030,15,3,2030,Otoño
16032030,16,3,2030,Otoño
17032030,17,3,2030,Otoño
18032030,18,3,2030,Otoño
19032030,19,3,2030,Otoño
20032030,20,3,2030,Otoño
21032030,21,3,2030,Otoño
22032030,22,3,2030,Otoño
23032030,23,3,2030,Otoño
24032030,24,3,2030,Otoño
25032030,25,3,2030,Otoño
26032030,26,3,2030,Otoño
27032030,27,3,2030,Otoño
28032030,28,3,2030,Otoño
29032030,29,3,2030,Otoño
30032030,30,3,2030,Otoño
31032030,31,3,2030,Otoño
1042030,1,4,2030,Otoño
2042030,2,4,2030,Otoño
3042030,3,4,2030,Otoño
4042030,4,4,2030,Otoño
5042030,5,4,2030,Otoño
6042030,6,4,2030,Otoño
7042030,7,4,2030,Otoño
8042030,8,4,2030,Otoño
9042030,9,4,2030,Otoño
10042030,10,4,2030,Otoño
11042030,11,4,2030,Otoño
12042030,12,4,2030,Otoño
13042030,13,4,2030,Otoño
14042030,14,4,2030,Otoño
15042030,15,4,2030,Otoño
16042030,16,4,2030,Otoño
17042030,17,4,2030,Otoño
18042030,18,4,2030,Otoño
19042030,19,4,2030,Otoño
20042030,20,4,2030,Otoño
21042030,21,4,2030,Otoño
22042030,22,4,2030,Otoño
23042030,23,4,2030,Otoño
24042030,24,4,2030,Otoño
25042030,25,4,2030,Otoño
26042030,26,4,2030,Otoño
27042030,27,4,2030,Otoño
28042030,28,4,2030,Otoño
29042030,29,4,2030,Otoño
30042030,30,4,2030,Otoño
1052030,1,5,2030,Otoño
2052030,2,5,2030,Otoño
3052030,3,5,2030,Otoño
4052030,4,5,2030,Otoño
5052030,5,5,2030,Otoño
6052030,6,5,2030,Otoño
7052030,7,5,2030,Otoño
8052030,8,5,2030,Otoño
9052030,9,5,2030,Otoño
10052030,10,5,2030,Otoño
11052030,11,5,2030,Otoño
12052030,12,5,2030,Otoño
13052030,13,5,2030,Otoño
14052030,14,5,2030,Otoño
15052030,15,5,2030,Otoño
16052030,16,5,2030,Otoño
17052030,17,5,2030,Otoño
18052030,18,5,2030,Otoño
19052030,19,5,2030,Otoño
20052030,20,5,2030,Otoño
21052030,21,5,2030,Otoño
22052030,22,5,2030,Otoño
23052030,23,5,2030,Otoño
24052030,24,5,2030,Otoño
25052030,25,5,2030,Otoño
26052030,26,5,2030,Otoño
27052030,27,5,2030,Otoño
28052030,28,5,2030,Otoño
29052030,29,5,2030,Otoño
30052030,30,5,2030,Otoño
31052030,31,5,2030,Otoño
1062030,1,6,2030,Invierno
2062030,2,6,2030,Invierno
3062030,3,6,2030,Invierno
4062030,4,6,2030,Invierno
5062030,5,6,2030,Invierno
6062030,6,6,2030,Invierno
7062030,7,6,2030,Invierno
8062030,8,6,2030,Invierno
9062030,9,6,2030,Invierno
10062030,10,6,2030,Invierno
11062030,11,6,2030,Invierno
12062030,12,6,2030,Invierno
13062030,13,6,2030,Invierno
14062030,14,6,2030,Invierno
15062030,15,6,2030,Invierno
16062030,16,6,2030,Invierno
17062030,17,6,2030,Invierno
18062030,18,6,2030,Invierno
19062030,19,6,2030,Invierno
20062030,20,6,2030,Invierno
21062030,21,6,2030,Invierno
22062030,22,6,2030,Invierno
23062030,23,6,2030,Invierno
24062030,24,6,2030,Invierno
25062030,25,6,2030,Invierno
26062030,26,6,2030,Invierno
27062030,27,6,2030,Invierno
28062030,28,6,2030,Invierno
29062030,29,6,2030,Invierno
30062030,30,6,2030,Invierno
1072030,1,7,2030,Invierno
2072030,2,7,2030,Invierno
3072030,3,7,2030,Invierno
4072030,4,7,2030,Invierno
5072030,5,7,2030,Invierno
6072030,6,7,2030,Invierno
7072030,7,7,2030,Invierno
8072030,8,7,2030,Invierno
9072030,9,7,2030,Invierno
10072030,10,7,2030,Invierno
11072030,11,7,2030,Invierno
12072030,12,7,2030,Invierno
13072030,13,7,2030,Invierno
14072030,14,7,2030,Invierno
15072030,15,7,2030,Invierno
16072030,16,7,2030,Invierno
17072030,17,7,2030,Invierno
18072030,18,7,2030,Invierno
19072030,19,7,2030,Invierno
20072030,20,7,2030,Invierno
21072030,21,7,2030,Invierno
22072030,22,7,2030,Invierno
23072030,23,7,2030,Invierno
24072030,24,7,2030,Invierno
25072030,25,7,2030,Invierno
26072030,26,7,2030,Invierno
27072030,27,7,2030,Invierno
28072030,28,7,2030,Invierno
29072030,29,7,2030,Invierno
30072030,30,7,2030,Invierno
31072030,31,7,2030,Invierno
1082030,1,8,2030,Invierno
2082030,2,8,2030,Invierno
3082030,3,8,2030,Invierno
4082030,4,8,2030,Invierno
5082030,5,8,2030,Invierno
6082030,6,8,2030,Invierno
7082030,7,8,2030,Invierno
8082030,8,8,2030,Invierno
9082030,9,8,2030,Invierno
10082030,10,8,2030,Invierno
11082030,11,8,2030,Invierno
12082030,12,8,2030,Invierno
13082030,13,8,2030,Invierno
14082030,14,8,2030,Invierno
15082030,15,8,2030,Invierno
16082030,16,8,2030,Invierno
17082030,17,8,2030,Invierno
18082030,18,8,2030,Invierno
19082030,19,8,2030,Invierno
20082030,20,8,2030,Invierno
21082030,21,8,2030,Invierno
22082030,22,8,2030,Invierno
23082030,23,8,2030,Invierno
24082030,24,8,2030,Invierno
25082030,25,8,2030,Invierno
26082030,26,8,2030,Invierno
27082030,27,8,2030,Invierno
28082030,28,8,2030,Invierno
29082030,29,8,2030,Invierno
30082030,30,8,2030,Invierno
31082030,31,8,2030,Invierno
1092030,1,9,2030,Primavera
2092030,2,9,2030,Primavera
3092030,3,9,2030,Primavera
4092030,4,9,2030,Primavera
5092030,5,9,2030,Primavera
6092030,6,9,2030,Primavera
7092030,7,9,2030,Primavera
8092030,8,9,2030,Primavera
9092030,9,9,2030,Primavera
10092030,10,9,2030,Primavera
11092030,11,9,2030,Primavera
12092030,12,9,2030,Primavera
13092030,13,9,2030,Primavera
14092030,14,9,2030,Primavera
15092030,15,9,2030,Primavera
16092030,16,9,2030,Primavera
17092030,17,9,2030,Primavera
18092030,18,9,2030,Primavera
19092030,19,9,2030,Primavera
20092030,20,9,2030,Primavera
21092030,21,9,2030,Primavera
22092030,22,9,2030,Primavera
23092030,23,9,2030,Primavera
24092030,24,9,2030,Primavera
25092030,25,9,2030,Primavera
26092030,26,9,2030,Primavera
27092030,27,9,2030,Primavera
28092030,28,9,2030,Primavera
29092030,29,9,2030,Primavera
30092030,30,9,2030,Primavera
1102030,1,10,2030,Primavera
2102030,2,10,2030,Primavera
3102030,3,10,2030,Primavera
4102030,4,10,2030,Primavera
5102030,5,10,2030,Primavera
6102030,6,10,2030,Primavera
7102030,7,10,2030,Primavera
8102030,8,10,2030,Primavera
9102030,9,10,2030,Primavera
10102030,10,10,2030,Primavera
11102030,11,10,2030,Primavera
12102030,12,10,2030,Primavera
13102030,13,10,2030,Primavera
14102030,14,10,2030,Primavera
15102030,15,10,2030,Primavera
16102030,16,10,2030,Primavera
17102030,17,10,2030,Primavera
18102030,18,10,2030,Primavera
19102030,19,10,2030,Primavera
20102030,20,10,2030,Primavera
21102030,21,10,2030,Primavera
22102030,22,10,2030,Primavera
23102030,23,10,2030,Primavera
24102030,24,10,2030,Primavera
25102030,25,10,2030,Primavera
26102030,26,10,2030,Primavera
27102030,27,10,2030,Primavera
28102030,28,10,2030,Primavera
29102030,29,10,2030,Primavera
30102030,30,10,2030,Primavera
31102030,31,10,2030,Primavera
1112030,1,11,2030,Primavera
2112030,2,11,2030,Primavera
3112030,3,11,2030,Primavera
4112030,4,11,2030,Primavera
5112030,5,11,2030,Primavera
6112030,6,11,2030,Primavera
7112030,7,11,2030,Primavera
8112030,8,11,2030,Primavera
9112030,9,11,2030,Primavera
10112030,10,11,2030,Primavera
11112030,11,11,2030,Primavera
12112030,12,11,2030,Primavera
13112030,13,11,2030,Primavera
14112030,14,11,2030,Primavera
15112030,15,11,2030,Primavera
16112030,16,11,2030,Primavera
17112030,17,11,2030,Primavera
18112030,18,11,2030,Primavera
19112030,19,11,2030,Primavera
20112030,20,11,2030,Primavera
21112030,21,11,2030,Primavera
22112030,22,11,2030,Primavera
23112030,23,11,2030,Primavera
24112030,24,11,2030,Primavera
25112030,25,11,2030,Primavera
26112030,26,11,2030,Primavera
27112030,27,11,2030,Primavera
28112030,28,11,2030,Primavera
29112030,29,11,2030,Primavera
30112030,30,11,2030,Primavera
1122030,1,12,2030,Verano
2122030,2,12,2030,Verano
3122030,3,12,2030,Verano
4122030,4,12,2030,Verano
5122030,5,12,2030,Verano
6122030,6,12,2030,Verano
7122030,7,12,2030,Verano
8122030,8,12,2030,Verano
9122030,9,12,2030,Verano
10122030,10,12,2030,Verano
11122030,11,12,2030,Verano
12122030,12,12,2030,Verano
13122030,13,12,2030,Verano
14122030,14,12,2030,Verano
15122030,15,12,2030,Verano
16122030,16,12,2030,Verano
17122030,17,12,2030,Verano
18122030,18,12,2030,Verano
19122030,19,12,2030,Verano
20122030,20,12,2030,Verano
21122030,21,12,2030,Verano
22122030,22,12,2030,Verano
23122030,23,12,2030,Verano
24122030,24,12,2030,Verano
25122030,25,12,2030,Verano
26122030,26,12,2030,Verano
27122030,27,12,2030,Verano
28122030,28,12,2030,Verano
29122030,29,12,2030,Verano
30122030,30,12,2030,Verano
31122030,31,12,2030,Verano
1012031,1,1,2031,Verano
2012031,2,1,2031,Verano
3012031,3,1,2031,Verano
4012031,4,1,2031,Verano
5012031,5,1,2031,Verano
6012031,6,1,2031,Verano
7012031,7,1,2031,Verano
8012031,8,1,2031,Verano
9012031,9,1,2031,Verano
10012031,10,1,2031,Verano
11012031,11,1,2031,Verano
12012031,12,1,2031,Verano
13012031,13,1,2031,Verano
14012031,14,1,2031,Verano
15012031,15,1,2031,Verano
16012031,16,1,2031,Verano
17012031,17,1,2031,Verano
18012031,18,1,2031,Verano
19012031,19,1,2031,Verano
20012031,20,1,2031,Verano
21012031,21,1,2031,Verano
22012031,22,1,2031,Verano
23012031,23,1,2031,Verano
24012031,24,1,2031,Verano
25012031,25,1,2031,Verano
26012031,26,1,2031,Verano
27012031,27,1,2031,Verano
28012031,28,1,2031,Verano
29012031,29,1,2031,Verano
30012031,30,1,2031,Verano
31012031,31,1,2031,Verano
1022031,1,2,2031,Verano
2022031,2,2,2031,Verano
3022031,3,2,2031,Verano
4022031,4,2,2031,Verano
5022031,5,2,2031,Verano
6022031,6,2,2031,Verano
7022031,7,2,2031,Verano
8022031,8,2,2031,Verano
9022031,9,2,2031,Verano
10022031,10,2,2031,Verano
11022031,11,2,2031,Verano
12022031,12,2,2031,Verano
13022031,13,2,2031,Verano
14022031,14,2,2031,Verano
15022031,15,2,2031,Verano
16022031,16,2,2031,Verano
17022031,17,2,2031,Verano
18022031,18,2,2031,Verano
19022031,19,2,2031,Verano
20022031,20,2,2031,Verano
21022031,21,2,2031,Verano
22022031,22,2,2031,Verano
23022031,23,2,2031,Verano
24022031,24,2,2031,Verano
25022031,25,2,2031,Verano
26022031,26,2,2031,Verano
27022031,27,2,2031,Verano
28022031,28,2,2031,Verano
1032031,1,3,2031,Otoño
2032031,2,3,2031,Otoño
3032031,3,3,2031,Otoño
4032031,4,3,2031,Otoño
5032031,5,3,2031,Otoño
6032031,6,3,2031,Otoño
7032031,7,3,2031,Otoño
8032031,8,3,2031,Otoño
9032031,9,3,2031,Otoño
10032031,10,3,2031,Otoño
11032031,11,3,2031,Otoño
12032031,12,3,2031,Otoño
13032031,13,3,2031,Otoño
14032031,14,3,2031,Otoño
15032031,15,3,2031,Otoño
16032031,16,3,2031,Otoño
17032031,17,3,2031,Otoño
18032031,18,3,2031,Otoño
19032031,19,3,2031,Otoño
20032031,20,3,2031,Otoño
21032031,21,3,2031,Otoño
22032031,22,3,2031,Otoño
23032031,23,3,2031,Otoño
24032031,24,3,2031,Otoño
25032031,25,3,2031,Otoño
26032031,26,3,2031,Otoño
27032031,27,3,2031,Otoño
28032031,28,3,2031,Otoño
29032031,29,3,2031,Otoño
30032031,30,3,2031,Otoño
31032031,31,3,2031,Otoño
1042031,1,4,2031,Otoño
2042031,2,4,2031,Otoño
3042031,3,4,2031,Otoño
4042031,4,4,2031,Otoño
5042031,5,4,2031,Otoño
6042031,6,4,2031,Otoño
7042031,7,4,2031,Otoño
8042031,8,4,2031,Otoño
9042031,9,4,2031,Otoño
10042031,10,4,2031,Otoño
11042031,11,4,2031,Otoño
12042031,12,4,2031,Otoño
13042031,13,4,2031,Otoño
14042031,14,4,2031,Otoño
15042031,15,4,2031,Otoño
16042031,16,4,2031,Otoño
17042031,17,4,2031,Otoño
18042031,18,4,2031,Otoño
19042031,19,4,2031,Otoño
20042031,20,4,2031,Otoño
21042031,21,4,2031,Otoño
22042031,22,4,2031,Otoño
23042031,23,4,2031,Otoño
24042031,24,4,2031,Otoño
25042031,25,4,2031,Otoño
26042031,26,4,2031,Otoño
27042031,27,4,2031,Otoño
28042031,28,4,2031,Otoño
29042031,29,4,2031,Otoño
30042031,30,4,2031,Otoño
1052031,1,5,2031,Otoño
2052031,2,5,2031,Otoño
3052031,3,5,2031,Otoño
4052031,4,5,2031,Otoño
5052031,5,5,2031,Otoño
6052031,6,5,2031,Otoño
7052031,7,5,2031,Otoño
8052031,8,5,2031,Otoño
9052031,9,5,2031,Otoño
10052031,10,5,2031,Otoño
11052031,11,5,2031,Otoño
12052031,12,5,2031,Otoño
13052031,13,5,2031,Otoño
14052031,14,5,2031,Otoño
15052031,15,5,2031,Otoño
16052031,16,5,2031,Otoño
17052031,17,5,2031,Otoño
18052031,18,5,2031,Otoño
19052031,19,5,2031,Otoño
20052031,20,5,2031,Otoño
21052031,21,5,2031,Otoño
22052031,22,5,2031,Otoño
23052031,23,5,2031,Otoño
24052031,24,5,2031,Otoño
25052031,25,5,2031,Otoño
26052031,26,5,2031,Otoño
27052031,27,5,2031,Otoño
28052031,28,5,2031,Otoño
29052031,29,5,2031,Otoño
30052031,30,5,2031,Otoño
31052031,31,5,2031,Otoño
1062031,1,6,2031,Invierno
2062031,2,6,2031,Invierno
3062031,3,6,2031,Invierno
4062031,4,6,2031,Invierno
5062031,5,6,2031,Invierno
